Start,End,Open,High,Low,Close,Volume,Market Cap
2017-05-24,2017-05-25,181.952,228.374,181.952,189.826,595174927.0833334,18326681201.906048
2017-05-23,2017-05-24,174.261,183.549,169.932,181.694,858118027.7777778,15935956574.659424
2017-05-22,2017-05-23,157.937,201.746,152.474,173.505,1007932163.7630662,16458272185.250504
2017-05-21,2017-05-22,126.521,159.026,125.889,159.026,366534208.3333333,12840052703.20453
2017-05-20,2017-05-21,129.527,133.641,124.702,126.746,507954166.6666667,11830459109.668772
2017-05-19,2017-05-20,96.9063,133.562,96.9063,129.979,389799773.5191638,10530135250.2798
2017-05-18,2017-05-19,89.8604,97.3686,89.8404,96.8425,179343031.25,8626928345.752151
2017-05-17,2017-05-18,89.438,91.2692,84.43,89.8914,183089569.44444445,8187745055.137654
2017-05-16,2017-05-17,92.4149,93.5551,89.1176,89.3975,164450197.91666666,8385267551.037031
2017-05-15,2017-05-16,90.7865,95.4305,86.8292,92.3178,115961646.34146342,8481154896.420052
2017-05-14,2017-05-15,90.8354,91.2483,89.606,90.7882,68456439.58333333,8297814635.026616
2017-05-13,2017-05-14,88.6554,93.8123,86.6602,90.9569,126206415.625,8232137726.667681
2017-05-12,2017-05-13,89.8797,93.1231,88.7602,88.7962,139099327.5261324,8298704291.649875
2017-05-11,2017-05-12,89.5249,102.548,88.4759,89.9354,140974836.80555555,8279123788.366708
2017-05-10,2017-05-11,91.1629,92.8469,85.2863,89.3832,220714274.30555555,8171595741.493259
2017-05-09,2017-05-10,91.4204,93.0567,80.3899,90.4116,285297336.8055556,8145852649.611179
2017-05-08,2017-05-09,94.0073,95.1369,89.5146,91.6718,241501198.60627177,8436179622.0861635
2017-05-07,2017-05-08,97.8135,98.2391,89.8664,93.8639,139018395.83333334,8799618685.552532
2017-05-06,2017-05-07,94.3985,97.8759,90.9501,97.8759,231372236.1111111,8682354423.712004
2017-05-05,2017-05-06,96.9814,103.233,92.2204,94.3518,398734362.369338,8897978593.235361
2017-05-04,2017-05-05,79.7182,97.5619,79.4311,96.8837,221560329.8611111,7934553250.2404585
2017-05-03,2017-05-04,77.2638,80.0953,75.7634,79.6403,163972569.44444445,7125766735.939079
2017-05-02,2017-05-03,76.297,79.3533,74.3768,77.5702,293542420.1388889,7120431979.0350485
2017-05-01,2017-05-02,79.0212,82.5239,73.0866,76.3821,338727696.8641115,7265584296.873641
2017-04-30,2017-05-01,68.3769,78.9826,68.3477,78.9826,145038395.83333334,6556429665.340191
2017-04-29,2017-04-30,70.1592,71.9049,66.7789,68.5341,205516767.3611111,6445962479.798979
2017-04-28,2017-04-29,62.1677,70.8465,62.1332,70.549,312066954.70383275,5977104825.52073
2017-04-27,2017-04-28,52.7203,62.0509,52.2886,61.9674,174853406.25,5191151726.572086
2017-04-26,2017-04-27,49.8912,53.4368,49.8912,52.7569,62968681.94444445,4693843083.150028
2017-04-25,2017-04-26,50.0315,50.3036,49.8069,49.8686,44046019.44444445,4555715303.117669
2017-04-24,2017-04-25,48.4893,50.1814,48.4893,50.1003,49389928.571428575,4570591619.19743
2017-04-23,2017-04-24,48.553,48.8856,48.1681,48.4335,37712262.847222224,4405002943.003074
